Wall time,Step,Value
1536042379.220782,100,0.11125632375478745
1536046589.234524,200,0.04477798566222191
1536050721.915317,300,0.4869377613067627
1536054852.811441,400,0.608051061630249
1536058710.954986,500,0.7540010809898376
1536062567.817818,600,0.8568644523620605
1536066451.800785,700,0.8883880972862244
1536070470.604754,800,1.0623093843460083
1536073721.752915,900,1.104699969291687
1536076100.504154,1000,1.0909521579742432
1536078425.282813,1100,0.9549487233161926
1536080743.426926,1200,1.0739860534667969
1536083069.357647,1300,1.1120997667312622
1536085390.622592,1400,1.16298246383667
1536087696.853488,1500,1.1906037330627441
1536089999.103394,1600,1.1913968324661255
1536092306.910863,1700,1.2044516801834106
1536094610.327474,1800,1.140870451927185
1536096921.867118,1900,1.1216641664505005
1536099231.409123,2000,1.1609222888946533
1536101535.322714,2100,1.1495400667190552
1536103835.373872,2200,1.1461267471313477
1536106129.213245,2300,1.1089026927947998
1536108420.833715,2400,1.0788465738296509
1536110722.286909,2500,1.0359179973602295
1536113013.591496,2600,1.1032218933105469
1536115307.360078,2700,1.05440354347229
1536117600.042491,2800,0.9815363883972168
1536119888.905291,2900,0.9948490262031555
1536122182.744403,3000,1.0048704147338867
1536124489.861,3100,0.9362979531288147
1536126882.083063,3200,0.9715464115142822
1536129203.304495,3300,0.9982725977897644
1536131619.175629,3400,0.9580073356628418
1536133936.231706,3500,0.9064818024635315
1536136299.719363,3600,1.0046334266662598
1536138667.110343,3700,0.995692253112793
1536141036.573459,3800,0.8778960704803467
1536143403.086441,3900,0.8935841917991638
1536145747.626131,4000,0.8976976275444031
1536148107.991006,4100,0.8278963565826416
1536150733.17645,4200,0.9502176642417908
1536153284.833013,4300,0.8951164484024048
1536155690.042637,4400,0.8107834458351135
1536158149.501647,4500,0.8278674483299255
1536160574.958302,4600,0.7896462678909302
1536162998.993834,4700,0.7884438037872314
1536165405.789562,4800,0.7439393997192383
1536167811.475622,4900,0.7975924015045166
1536170204.703306,5000,0.7660177946090698
1536172609.978923,5100,0.7794111371040344
1536175011.250065,5200,0.9136342406272888
