Wall time,Step,Value
1532714102.917935,100,0.29618772864341736
1532720382.568111,200,0.7792993187904358
1532726719.496827,300,0.9900580048561096
1532732931.893907,400,1.099003791809082
1532739092.162733,500,1.1564241647720337
1532745240.094407,600,1.2376011610031128
1532751395.931165,700,1.297240138053894
1532757577.818759,800,1.3336975574493408
1532763727.372893,900,1.3191605806350708
1532769904.398257,1000,1.357547402381897
1532776089.916023,1100,1.3739246129989624
1532782366.430267,1200,1.3785858154296875
1532788489.821135,1300,1.380347490310669
1532794508.335204,1400,1.3818449974060059
1532800991.109307,1500,1.3830195665359497
1532809159.421619,1600,1.382466197013855
1532817235.654297,1700,1.3838891983032227
1532825347.110263,1800,1.3834336996078491
1532833515.726908,1900,1.3838242292404175
1532841644.278247,2000,1.384523868560791
1532849717.108761,2100,1.3834434747695923
1532857773.185556,2200,1.3838951587677002
1532865861.085866,2300,1.3822534084320068
1532873915.121888,2400,1.3848991394042969
1532881976.955537,2500,1.383131980895996
1532889990.343111,2600,1.384330153465271
1532898020.188873,2700,1.3813891410827637
1532906051.760226,2800,1.3835127353668213
1532914086.681023,2900,1.3953568935394287
1532922140.160574,3000,1.3841731548309326
1532930227.369331,3100,1.3823000192642212
1532938250.997128,3200,1.379211187362671
1532944336.998519,3300,1.3802587985992432
1532950326.791111,3400,1.3808225393295288
1532956356.884967,3500,1.3994126319885254
1532962381.265659,3600,1.388728380203247
