Wall time,Step,Value
1531565044.324075,100,0.1765294224023819
1531565845.915375,200,0.140719473361969
1531566651.732657,300,0.1263248324394226
1531567464.574659,400,0.12003397941589355
1531568296.378799,500,0.11759334057569504
1531569112.262026,600,0.1174362301826477
1531569931.086411,700,0.11437536031007767
1531570756.324891,800,0.10925482213497162
1531571580.945914,900,0.10089694708585739
1531572403.14491,1000,0.09681189060211182
1531573196.919483,1100,0.08997238427400589
1531573987.194306,1200,0.0870516300201416
1531574772.89417,1300,0.08475474268198013
1531575568.682896,1400,0.07926823943853378
1531576392.494017,1500,0.07453437149524689
1531577242.168867,1600,0.07181354612112045
1531578076.119996,1700,0.06816351413726807
1531578912.192284,1800,0.06490286439657211
1531579752.225464,1900,0.061000846326351166
1531580604.372436,2000,0.05865653604269028
1531581414.306501,2100,0.054716311395168304
1531582215.363583,2200,0.054285332560539246
1531583018.890129,2300,0.05272713676095009
1531583825.511528,2400,0.05301368609070778
1531584616.037639,2500,0.054579801857471466
1531585426.25463,2600,0.05241495743393898
1531586242.392158,2700,0.05134377256035805
1531587064.381154,2800,0.05135439336299896
1531587884.620506,2900,0.050659120082855225
1531588703.983099,3000,0.04884760454297066
1531589515.426399,3100,0.0584537535905838
1531590307.820055,3200,0.05309412255883217
1531591128.867642,3300,0.05322771891951561
1531591946.263808,3400,0.04999835416674614
1531592759.694735,3500,0.04764067381620407
1531593566.52185,3600,0.04789505898952484
1531594362.506091,3700,0.04710682854056358
1531595160.502614,3800,0.04677286744117737
1531596004.0834,3900,0.04429035261273384
1531596806.12313,4000,0.05835993215441704
1531597601.943603,4100,0.0506749153137207
1531598392.398566,4200,0.05007043108344078
1531599183.177555,4300,0.05090942606329918
1531599979.305241,4400,0.05197399854660034
1531600783.647802,4500,0.05886834114789963
1531601580.674689,4600,0.07207117229700089
1531602384.917381,4700,0.06217873468995094
1531603199.106772,4800,0.05824106186628342
1531604004.901635,4900,0.053521402180194855
1531604797.307477,5000,0.047516897320747375
1531605599.283406,5100,0.04676993563771248
1531606389.612623,5200,0.04718538746237755
1531607184.456503,5300,0.04650536924600601
1531607974.412457,5400,0.059375934302806854
1531608760.299548,5500,0.054861851036548615
1531609571.092049,5600,0.05335003510117531
1531610390.842,5700,0.04981484264135361
1531611197.605467,5800,0.056796539574861526
1531612012.563646,5900,0.05339604616165161
1531612820.722145,6000,0.06294909864664078
1531613636.717883,6100,0.06343574821949005
1531614438.771632,6200,0.054868753999471664
1531615242.58373,6300,0.06231123208999634
1531616030.314808,6400,0.0619862899184227
1531616849.1457,6500,0.0633910521864891
1531617658.826227,6600,0.0633763000369072
1531618482.146709,6700,0.07854829728603363
1531619292.579501,6800,0.07720233500003815
1531620103.666272,6900,0.061773881316185
1531620912.022946,7000,0.06666530668735504
1531621723.351015,7100,0.07580166310071945
1531622537.209958,7200,0.07485082000494003
1531623364.987871,7300,0.07370929419994354
1531624184.991824,7400,0.07247216254472733
1531624988.72237,7500,0.06793059408664703
1531625801.549096,7600,0.06300974637269974
1531626609.999327,7700,0.0716220960021019
1531627431.361564,7800,0.06404419243335724
1531628227.091832,7900,0.06690292805433273
1531629030.432667,8000,0.06709951162338257
1531629847.32913,8100,0.06306330114603043
1531630667.051313,8200,0.06335103511810303
1531631502.200899,8300,0.05987238511443138
1531632313.959631,8400,0.08477284759283066
1531633128.654936,8500,0.09039859473705292
1531633945.433265,8600,0.09347471594810486
1531634751.22407,8700,0.09336589276790619
1531635550.981615,8800,0.08698306977748871
1531636357.914252,8900,0.08264078199863434
1531637171.147101,9000,0.0773279145359993
1531637983.554677,9100,0.07728394865989685
1531638799.15743,9200,0.07305037975311279
1531639610.659198,9300,0.07358939200639725
1531640423.649035,9400,0.06737992912530899
1531641229.807554,9500,0.06528396159410477
1531642033.699727,9600,0.06934734433889389
1531642833.015386,9700,0.08255298435688019
1531643628.775227,9800,0.08548920601606369
1531644432.071552,9900,0.09070539474487305
1531645227.363367,10000,0.09931355714797974
1531646046.60476,10100,0.08560063689947128
1531646859.522229,10200,0.07917704433202744
1531647683.597098,10300,0.07333294302225113
1531648485.630443,10400,0.06795483827590942
1531649303.905924,10500,0.07183423638343811
1531650114.546877,10600,0.07481801509857178
1531650925.893823,10700,0.0884663388133049
1531651744.026284,10800,0.09155301004648209
1531652554.201996,10900,0.08248866349458694
1531653370.902832,11000,0.07695885747671127
1531654187.465544,11100,0.07308024913072586
1531654994.413713,11200,0.06752891838550568
1531655809.22913,11300,0.07975149899721146
1531656618.19847,11400,0.07301446050405502
