Wall time,Step,Value
1530523051.648792,100,2.1634747982025146
1530525513.822507,200,4.338430881500244
1530527907.465463,300,5.66019344329834
1530530259.373742,400,4.9839582443237305
1530532603.059362,500,3.902383327484131
1530534975.388013,600,2.533872604370117
1530537388.967393,700,2.2808456420898438
1530539686.803446,800,2.0485715866088867
1530542040.562527,900,2.0007996559143066
1530544405.914327,1000,1.8843457698822021
1530546830.638828,1100,1.81548273563385
1530549320.622439,1200,1.5606868267059326
1530551798.99216,1300,1.4289907217025757
1530554123.318435,1400,1.276353120803833
1530556450.198289,1500,1.1491496562957764
1530558901.280622,1600,1.0906074047088623
1530561214.531965,1700,1.0226216316223145
1530563585.810214,1800,0.9527984261512756
1530565916.134953,1900,0.9107232689857483
1530568243.928125,2000,0.9025166034698486
1530570558.117963,2100,0.890877902507782
1530572937.024591,2200,0.8526002168655396
1530575274.15007,2300,0.8551797866821289
1530577582.809681,2400,0.8165485262870789
1530579919.968659,2500,0.8145800828933716
1530582227.795993,2600,0.7902793884277344
1530584516.040089,2700,0.7819837331771851
1530586777.20575,2800,0.8119403719902039
1530589145.430736,2900,0.8161203861236572
1530591469.093168,3000,0.8145567178726196
1530593738.200584,3100,0.7954893112182617
1530595948.279387,3200,0.7900000810623169
1530598175.949333,3300,0.7887497544288635
1530600481.40416,3400,0.7836389541625977
1530602754.370628,3500,0.788658082485199
1530605016.023333,3600,0.8022279739379883
1530607222.342002,3700,0.7905930876731873
1530609388.681071,3800,0.8245809078216553
1530611539.290591,3900,1.0168581008911133
1530613688.926935,4000,0.9477666020393372
1530615826.075132,4100,0.9141920804977417
1530617994.697798,4200,1.0386512279510498
1530620155.585076,4300,1.0817699432373047
1530622312.026696,4400,0.9658506512641907
1530624464.481093,4500,0.9771071076393127
1530626636.528686,4600,0.9847778677940369
1530628811.089149,4700,0.8358453512191772
1530630984.837859,4800,0.8324488997459412
1530633141.07259,4900,0.7709970474243164
1530635299.259349,5000,0.7538365125656128
1530637650.633014,5100,0.8679001331329346
1530639956.896982,5200,0.8370571732521057
1530642287.453859,5300,0.7683554887771606
1530644618.984972,5400,0.8664590120315552
1530646933.222243,5500,0.8200756907463074
1530649207.236611,5600,0.9920083284378052
1530651478.455644,5700,1.0848625898361206
1530653757.453504,5800,1.2084696292877197
1530656054.595426,5900,1.2238585948944092
1530658359.167776,6000,1.1988942623138428
1530660660.865886,6100,1.2621122598648071
1530662971.912842,6200,1.5109858512878418
1530665286.206438,6300,1.7175109386444092
1530667569.299537,6400,1.764656662940979
1530669847.881651,6500,1.7337234020233154
1530672153.050753,6600,1.7201951742172241
1530674463.218038,6700,1.7756426334381104
1530676804.602319,6800,1.9366482496261597
1530679142.915569,6900,2.378268241882324
1530681504.074299,7000,2.596045732498169
1530683841.135726,7100,2.1961498260498047
1530686180.531027,7200,1.7157330513000488
1530688527.548748,7300,1.8128851652145386
1530690850.537314,7400,1.9465388059616089
1530693167.34373,7500,1.7104758024215698
1530695490.922627,7600,2.001178026199341
1530697817.702768,7700,1.8463680744171143
1530700138.180969,7800,1.713748812675476
1530702475.380138,7900,1.6626813411712646
1530704804.691845,8000,2.097041130065918
1530707129.674218,8100,2.0949771404266357
1530709452.890231,8200,2.2388665676116943
1530711787.197972,8300,2.2380313873291016
1530714109.405251,8400,1.9547338485717773
1530716421.74549,8500,1.9205994606018066
1530718735.641861,8600,1.9237931966781616
1530721099.1641,8700,1.9623069763183594
1530723434.477456,8800,2.016859769821167
1530725764.795821,8900,2.090297222137451
1530728108.761555,9000,2.192711114883423
1530730435.220559,9100,2.336416721343994
1530732759.120558,9200,2.305175304412842
1530735076.450089,9300,2.6408586502075195
