Wall time,Step,Value
1524748409.967858,100,0.1912856101989746
1524748515.211899,200,0.15386123955249786
1524748624.868841,300,0.13904349505901337
1524748737.331038,400,0.13059847056865692
1524748840.040966,500,0.124536894261837
1524748941.35766,600,0.12793117761611938
1524749042.719385,700,0.12827129662036896
1524749142.418993,800,0.13123662769794464
1524749242.060941,900,0.12143752723932266
1524749340.918079,1000,0.1280442625284195
1524749440.895157,1100,0.12357322126626968
1524749539.716821,1200,0.1209416314959526
1524749638.77745,1300,0.1303810477256775
1524749738.298895,1400,0.1255926787853241
1524749838.224304,1500,0.11845487356185913
1524749937.499241,1600,0.1320059597492218
1524750037.223787,1700,0.11637421697378159
1524750137.163799,1800,0.1230478510260582
1524750235.69188,1900,0.12495138496160507
1524750334.968415,2000,0.11786133050918579
1524750433.798443,2100,0.12933573126792908
1524750535.828624,2200,0.13605432212352753
1524750646.535528,2300,0.12611787021160126
1524750753.056602,2400,0.12073927372694016
1524750863.654545,2500,0.11598002165555954
1524750969.696302,2600,0.12777718901634216
1524751072.56334,2700,0.1280708611011505
1524751177.297184,2800,0.13639050722122192
1524751283.915718,2900,0.12759274244308472
1524751395.019164,3000,0.12265457957983017
1524751521.063991,3100,0.13109394907951355
1524751631.244556,3200,0.12413371354341507
1524751737.105513,3300,0.12286896258592606
1524751838.984052,3400,0.12179089337587357
1524751939.315179,3500,0.1318993866443634
1524752039.880117,3600,0.12135686725378036
1524752140.3491,3700,0.1174723282456398
1524752241.561802,3800,0.11888159811496735
1524752341.097061,3900,0.12815888226032257
1524752441.005614,4000,0.12419259548187256
1524752541.595436,4100,0.1268966943025589
1524752641.67675,4200,0.12666358053684235
1524752742.080053,4300,0.12035216391086578
1524752842.11761,4400,0.12234348803758621
1524752941.121651,4500,0.13185885548591614
1524753041.44502,4600,0.11634410172700882
1524753141.440493,4700,0.12555085122585297
1524753241.119189,4800,0.13515415787696838
1524753341.3581,4900,0.13436415791511536
1524753441.696312,5000,0.1249324381351471
1524753546.964153,5100,0.12191619724035263
1524753646.295011,5200,0.11627999693155289
1524753746.188229,5300,0.1295187771320343
1524753845.663247,5400,0.12733091413974762
1524753945.964673,5500,0.12033257633447647
1524754046.256403,5600,0.12557601928710938
1524754147.529166,5700,0.1325475573539734
1524754250.074342,5800,0.13216736912727356
1524754351.057423,5900,0.125605508685112
